,gaze_confidence,gaze_x,gaze_y,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45,head_x,head_y,head_z,pose_1_x,pose_1_y,pose_1_confidence,pose_2_x,pose_2_y,pose_2_confidence,pose_3_x,pose_3_y,pose_3_confidence,pose_4_x,pose_4_y,pose_4_confidence,pose_5_x,pose_5_y,pose_5_confidence,pose_6_x,pose_6_y,pose_6_confidence,pose_7_x,pose_7_y,pose_7_confidence
0,0.98,0.812,0.619,3.95,3.09,1.59,2.36,0.6,1.46,0.0,1.59,0.0,0.0,2.64,1.2,0.0,2.65,2.97,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.9466529488563538,0.0,0.0,0.9182875752449036,0.0,0.0,0.8158277869224548,0.0,0.0,0.5404398441314697,0.0,0.0,0.907314121723175,0.0,0.0,0.2933740615844726,0.0,0.0,0.0
1,0.98,0.8115,0.637,4.01,3.14,1.34,1.87,0.59,1.3,0.0,1.11,0.0,0.0,2.9,0.57,0.03,2.35,2.87,1.95,0.0,0.0007840000000000014,0.001680999999999994,1.0000000000000019e-06,0.0,0.0,0.9460076093673706,0.0,0.0,0.9174924492836,0.0,0.0,0.8152772188186646,9.765625000000278e-06,0.0,0.5368613600730896,0.0,0.0,0.9081201553344728,0.0,0.0,0.2848480939865112,0.0,0.0,0.0
2,0.98,0.8055,0.6435,4.08,3.23,1.25,1.48,0.61,1.24,0.0,1.13,0.0,0.02,2.9,0.51,0.03,2.18,2.67,1.88,0.0,0.00012100000000000022,0.0007840000000000014,8.100000000000014e-05,0.0,0.0,0.9433345794677734,0.0,0.0,0.9140180945396424,0.0,0.0,0.8172580599784851,0.0,0.0,0.5486413836479187,0.0,0.0,0.9084069132804872,0.0,0.0,0.2852345407009125,0.0,0.0,0.0
3,0.98,0.7995,0.658,4.12,3.27,1.31,1.22,0.65,1.16,0.0,1.07,0.0,0.02,3.74,0.59,0.12,2.22,2.19,1.24,0.0,0.0033639999999999933,0.0009610000000000086,0.000576000000000001,0.0,0.0,0.9415655136108398,0.0,0.0,0.9133047461509703,0.0,0.0,0.8139578104019165,0.0,0.0,0.5847786068916321,0.0,0.0,0.9105015397071838,0.0,0.0,0.2923430502414703,0.0,0.0,0.0
4,0.98,0.796,0.662,4.06,3.46,1.38,1.09,0.7,0.93,0.0,0.92,0.0,0.02,4.22,0.59,0.19,2.21,1.28,0.75,0.0,3.600000000000006e-05,0.00048400000000000087,6.400000000000012e-05,0.0,0.0,0.9404597878456116,0.0,0.0,0.9114614129066468,0.0,0.0,0.8158695101737976,0.0,0.0,0.5879768133163452,0.0,0.0,0.9119091033935548,0.0,0.0,0.3146335482597351,0.36,0.6049382716049383,0.1309775114059448
5,0.98,0.7909999999999999,0.668,4.03,3.63,1.45,0.99,0.73,0.75,0.35,0.38,0.0,0.0,5.0,0.4,0.77,2.47,0.5,0.0,0.0,3.600000000000006e-05,0.001024000000000002,4.9000000000000087e-05,0.0,0.0,0.9374629259109496,0.0,0.0,0.91211998462677,0.0,0.0,0.830682098865509,9.765625000000278e-06,3.086419753086398e-05,0.5924074053764343,0.0,0.0,0.91131192445755,0.0,3.0864197530865215e-05,0.2886891365051269,0.0,0.0,0.1263728588819503
6,0.98,0.7855,0.673,3.96,3.77,1.43,1.02,0.74,0.71,0.35,0.06,0.0,0.0,5.0,0.3,1.72,2.56,0.25,0.0,0.0,3.600000000000006e-05,0.0007839999999999952,4.0000000000000074e-06,0.0,3.086419753086398e-05,0.9320762753486632,9.765625000000278e-06,0.0,0.9104996919631958,0.0,0.0,0.8276538848876953,9.765624999999583e-06,0.0,0.5654503107070923,0.0,0.0,0.9107192158699036,9.765624999999583e-06,0.0,0.2719312608242035,0.0,3.086419753086398e-05,0.126440018415451
7,0.98,0.7845,0.6745,3.83,3.63,1.39,1.12,0.7,0.56,0.69,0.0,0.0,0.0,5.0,0.77,2.28,2.54,0.23,0.0,0.0,8.100000000000014e-05,0.0002250000000000004,4.9000000000000087e-05,0.0,0.0,0.9319222569465636,9.765625000000278e-06,0.0,0.9049155116081238,9.76562499999993e-06,0.0,0.8339992761611938,9.765625000000278e-06,3.086419753086398e-05,0.5826154351234436,9.765625000000278e-06,3.086419753086398e-05,0.9159880876541138,0.0,0.0,0.2970815300941467,0.0,3.086419753086398e-05,0.1626380681991577
8,0.98,0.7725,0.6845,3.47,3.23,1.34,1.26,0.59,0.41,0.37,0.0,0.0,0.0,5.0,0.94,2.59,2.37,0.23,0.0,0.0,4.9000000000000087e-05,0.004623999999999993,0.00044099999999999847,0.0,3.086419753086398e-05,0.9388317465782166,0.0,3.0864197530865215e-05,0.8928899765014648,0.0,3.0864197530865215e-05,0.8226800560951233,3.906249999999972e-05,0.00012345679012345593,0.6023607850074768,0.0,0.0,0.925405502319336,3.906250000000111e-05,0.0,0.4221825301647186,9.765625000000278e-06,3.086419753086398e-05,0.1688383668661117
9,0.98,0.769,0.6795,3.18,2.87,1.42,1.43,0.49,0.13,0.49,0.0,0.0,0.0,5.0,1.25,2.24,2.34,0.0,0.0,0.0,0.0005289999999999958,0.0006250000000000011,2.5000000000000045e-05,9.765625000000278e-06,3.086419753086398e-05,0.9342809915542604,0.0,0.0,0.8876643776893616,0.0,3.086419753086398e-05,0.8500360250473022,9.765624999999583e-06,0.0,0.6286922693252563,0.0,0.0,0.9339780211448668,9.765624999999583e-06,0.0,0.5405523180961609,9.765625000000278e-06,0.0,0.1989341080188751
