,gaze_confidence,gaze_x,gaze_y,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45,head_x,head_y,head_z,pose_1_x,pose_1_y,pose_1_confidence,pose_2_x,pose_2_y,pose_2_confidence,pose_3_x,pose_3_y,pose_3_confidence,pose_4_x,pose_4_y,pose_4_confidence,pose_5_x,pose_5_y,pose_5_confidence,pose_6_x,pose_6_y,pose_6_confidence,pose_7_x,pose_7_y,pose_7_confidence
0,0.98,0.504,0.638,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.58,0.38,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9356355667114258,0.0,0.0,0.9086011052131652,0.0,0.0,0.9148088693618774,0.0,0.0,0.9624419808387756,0.0,0.0,0.9283715486526488,0.0,0.0,0.8798356652259827,0.0,0.0,0.9654092788696288
1,0.98,0.5035,0.6435,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.82,0.34,0.81,0.0,0.0,0.0,0.0002559999999999987,1.0000000000000019e-06,8.999999999999995e-06,0.0,0.0,0.9345985054969788,0.0,0.0,0.907921016216278,0.0,0.0,0.9154532551765442,0.0,0.0,0.9612361192703248,0.0,0.0,0.9281587600708008,0.0,0.0,0.8793849945068359,0.0,0.0,0.9648184776306152
2,0.98,0.5045,0.6485,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.91,0.28,0.75,0.0,0.0,0.0,0.00012100000000000022,4.0000000000000074e-06,6.4e-05,0.0,0.0,0.9345293045043944,0.0,0.0,0.9075979590415956,0.0,0.0,0.9153199195861816,0.0,0.0,0.961542308330536,0.0,0.0,0.9284868836402892,0.0,0.0,0.8795216083526611,0.0,0.0,0.9650368690490724
3,0.98,0.5055,0.6495,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.89,0.2,0.73,0.02,0.0,0.0,4.0000000000000074e-06,2.4999999999999974e-05,2.5e-05,0.0,0.0,0.9344699382781982,0.0,0.0,0.9079289436340332,0.0,3.086419753086398e-05,0.9122633934020996,0.0,0.0,0.9615222811698914,0.0,0.0,0.9283390045166016,0.0,0.0,0.8794410228729248,0.0,0.0,0.9643712043762208
4,0.98,0.506,0.6505,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.89,0.08,0.76,0.02,0.0,0.0,1.600000000000003e-05,4.0000000000000074e-06,1e-06,0.0,0.0,0.934840977191925,0.0,0.0,0.9083385467529296,0.0,0.0,0.9124839305877686,0.0,0.0,0.961158037185669,0.0,0.0,0.9274962544441224,0.0,0.0,0.8789061903953552,0.0,0.0,0.9640049934387208
5,0.98,0.506,0.6505,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.9,0.03,0.78,0.02,0.0,0.0,1.0000000000000019e-06,0.0,0.0,0.0,0.0,0.934151291847229,0.0,0.0,0.9076949954032898,0.0,0.0,0.9127371907234192,0.0,0.0,0.9609995484352112,0.0,0.0,0.9271097779273988,0.0,0.0,0.8792555332183838,0.0,0.0,0.9641822576522828
6,0.98,0.506,0.6505,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.01,0.0,0.86,0.0,0.97,0.09,0.78,0.0,0.0,0.0,1.0000000000000019e-06,4.0000000000000074e-06,0.0,0.0,0.0,0.9331731796264648,0.0,0.0,0.9067630767822266,0.0,3.086419753086398e-05,0.9154344201087952,0.0,0.0,0.961847960948944,0.0,0.0,0.9277306199073792,0.0,0.0,0.8791782855987549,0.0,0.0,0.9641588926315308
7,0.98,0.5055,0.6505,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.01,0.0,0.89,0.0,1.02,0.08,0.78,0.0,0.0,0.0,1.0000000000000019e-06,0.0,1e-06,0.0,0.0,0.9338316321372986,0.0,0.0,0.9073635935783386,0.0,3.086419753086398e-05,0.9140594005584716,0.0,0.0,0.962235391139984,0.0,0.0,0.9273313879966736,0.0,0.0,0.878951370716095,0.0,0.0,0.9644312858581544
8,0.98,0.5055,0.65,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.01,0.0,0.99,0.0,1.09,0.11,0.8,0.0,0.0,0.0,1.0000000000000019e-06,0.0,0.0,0.0,0.0,0.9339057207107544,0.0,0.0,0.9069960117340088,0.0,0.0,0.9131342768669128,0.0,0.0,0.9619138836860656,0.0,0.0,0.9277889728546144,0.0,0.0,0.8790033459663391,0.0,0.0,0.9646281599998474
9,0.98,0.5055,0.6495,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,1.02,0.0,1.12,0.08,0.78,0.0,0.0,0.0,4.0000000000000074e-06,0.0,1e-06,0.0,0.0,0.9351695775985718,0.0,0.0,0.907991588115692,0.0,0.0,0.914908528327942,0.0,0.0,0.9625559449195862,0.0,0.0,0.9270859360694884,0.0,0.0,0.8791221976280212,0.0,0.0,0.963520646095276
